Title,Location,No of Bedrooms,No of Bathrooms,Description,Price
1 Bed House with Garden in Runda,"Runda, Westlands",0,0,Fully Furnished 1-Bedroom Apartment – Runda,129500.0
2 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Fully Furnished 2-Bedroom All-Ensuite Apartment...,233100.0
5 Bed House with En Suite in Lavington,Lavington,0,0,Spacious 5-Bedroom Home for Rent in Lavington:,350000.0
4 Bed House with En Suite in Karen,Karen,0,0,Luxurious 4-Bedroom Standalone House for Rent –...,550000.0
5 Bed Villa with En Suite in Lavington,Lavington,0,0,Brand New 5-Bedroom Villa for Rent – Lavington,400000.0
1 Bed Townhouse with En Suite at Karen Plains,"Karen Plains, Karen",0,0,Furnished townhouse to let in Karen,100000.0
5 Bed House with En Suite in Lavington,Lavington,0,0,5 bedroom plus Dsq Townhouse for Rent,350000.0
4 Bed House with En Suite at Karen,"01, Karen, Karen",0,0,Exquisite 4-Bedroom Bungalow Home with Office...,350000.0
6 Bed House with En Suite at Loresho,"Loresho, Loresho, Westlands",0,0,Experience Unmatched Luxury: Newly Built 6-Bedr...,550000.0
4 Bed House with En Suite at Karen,"01, Karen, Karen",0,0,Executive 4 Bedroom House All Bedroom En-suite...,400000.0
5 Bed Villa with En Suite in Karen,Karen,0,0,Stunning 5-Bedroom Villa On half acre All ensui...,550000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Elegant 5-Bedroom Townhouse for Rent in Lavingt...,350000.0
5 Bed House with En Suite at Kibagare,"Kibagare, Loresho, Westlands",0,0,"5br Townhouse, Loresho",585000.0
4 Bed Townhouse with En Suite at Karen,Karen,0,0,"4br Townhouse, Karen",450000.0
4 Bed Townhouse with En Suite at Kiambu Road,"Kiambu Road, Kiambu Road",0,0,Excellent  unfurnished 4 bedroom townhouse all...,325000.0
5 Bed House with En Suite at Runda,"Runda, Westlands",0,0,"5br House, Runda",550000.0
4 Bed House with En Suite at Runda,"Runda, Westlands",0,0,"4br House, Runda",550000.0
5 Bed House with En Suite at Runda,"Runda, Westlands",0,0,"5br House, Runda",550000.0
3 Bed Townhouse with Swimming Pool at Ineza,"Ineza, Runda, Westlands",0,0,"3br Furnished Townhouse, Ineza",325000.0
4 Bed Townhouse with En Suite at Runda,"Kiambu Road, Runda, Westlands",0,0,3&4 bedroom +Dsq villas in Runda kiambu road,270000.0
5 Bed Townhouse with En Suite at Thika Road,"Thika Road, Thika Road",0,0,4bedroom +Dsq to let,130000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 Bedroom townhouse for Rent Lavington,450000.0
3 Bed House with En Suite at New Rain Hotel,"Exit 14, New Rain Hotel, Kenyatta Road",0,0,3BEDROOM BUNGALOW ALL ENSUITE PLUS DSQ,70000.0
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,Comfy and Stylish Four-Bedroom House for Rent i...,450000.0
5 Bed Townhouse with En Suite at Apple Cross,"23, Apple Cross, Lavington",0,0,5 bedroom townhouse for Rent in Lavington,350000.0
5 Bed Villa with En Suite at Kiambu Road,"Kiambu Road, Kiambu Road",0,0,4&5 bedroom villas +Dsq to let,160000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,A LUXURIOUS FOUR BEDROOM VILLA IN A COURT,280000.0
4 Bed Townhouse with En Suite in Thigiri,"Thigiri, Westlands",0,0,4 brm with sq,520000.0
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,AN EXECUTIVE 5BEDROOM TOWN HOUSE FOR RENT IN LO...,1000000.0
4 Bed House with En Suite in Karen,Karen,0,0,Discover your Dream Home in Karen today.,530000.0
6 Bed House with En Suite in Lavington,Lavington,0,0,Spacious Lavington 6 Bedroom Town-House to let...,320000.0
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,"Unparalleled Elegance, Privacy, and Comfort Awa...",550000.0
4 Bed Townhouse with En Suite at Lavington,"7 Lavington, Lavington",0,0,Lavington 4 berdoom townhouse to let,350000.0
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,Live in elegance and tranquility with this mode...,500000.0
6 Bed House with En Suite in Loresho,"Loresho, Westlands",0,0,Luxury 6 Bedroom Stand Alone House for Rent in...,600000.0
5 Bed House with En Suite in Loresho,"Loresho, Westlands",0,0,"Luxury 5 Bedroom Villas for Rent in Loresho, Na...",580000.0
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,"Newly built, Stunning 4-bedroom home nestled in...",400000.0
5 Bed House with En Suite in Karen,Karen,0,0,5 bedroom fully Furnished Villa available to le...,690000.0
4 Bed Villa with En Suite at Muthaiga North,"Muthaiga North, Muthaiga",0,0,Elegant 4-Bedroom Home in a Secure Location – M...,230000.0
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,Luxurious 5 Bedroom smart Villa,647000.0
5 Bed House with En Suite at Muthaiga Road,"34, Muthaiga Road, Muthaiga",0,0,"property offers serenity, privacy and panoramic...",1300000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 Bedroom Luxurious House,1400000.0
4 Bed Townhouse with En Suite at Kabasiran Avenue,"12, Kabasiran Avenue, Lavington",0,0,Specious 4 bedrooms corner maisonnette plus 1 b...,135000.0
4 Bed Townhouse in Lavington,Lavington,0,0,Luxurious and Spacious 4-Bedroom Townhouse with...,350000.0
4 Bed Townhouse with Staff Quarters at Runda,"Runda, Kiambu Road",0,0,Luxury 4-Bedroom Villa with Private Garden & To...,325000.0
4 Bed Townhouse with En Suite at Convent Drive,"89, Convent Drive, Lavington",0,0,Discover an exclusive enclave of six townhouses...,310000.0
4 Bed Townhouse with En Suite at James Gichuru,"34, James Gichuru, Lavington",0,0,4-bedroom townhouse nestled in the heart of Lav...,220000.0
5 Bed Townhouse with En Suite at Lavington Off James Gichuru,"11, Lavington Off James Gichuru, Lavington",0,0,5 bedroom townhouse for rent in Lavington,350000.0
1 Bed House with En Suite at Karen,"Karen, Karen",0,0,Lovely One bedroom cottage,100000.0
1 Bed House with En Suite at Fair Acres,"Fair Acres, Karen",0,0,Stunning one bedroom guest wing in fair Acres K...,35000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,0,0,Beautiful Four bedroom Townhouse,260000.0
4 Bed House with Staff Quarters in Thigiri,"Thigiri Ridge Nairobi., Thigiri, Westlands",0,0,A 4bdrm bungalow to let in Thigiri ridge.,4000.0
5 Bed Townhouse with En Suite at Off James Gichuru,"61, Off James Gichuru, Lavington",0,0,5 bedroom townhouse for rent in Lavington,350000.0
5 Bed House with En Suite in Gigiri,"Gigiri, Westlands",0,0,Suitable for Commercial Purposes: Five-Bedroom...,450000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,House in Runda to let with 5 Bedrooms and Swimm...,750000.0
4 Bed Townhouse with En Suite at Karen,Karen,0,0,Beautiful Four bedroom House,380000.0
3 Bed House with En Suite at Karen,Karen,0,0,Newly Built Three cottage,110000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,A Spacious 4 Bedrooms Townhouse To Let in Kiamb...,180000.0
4 Bed House with En Suite at Runda,"Runda, Westlands",0,0,4 bedroom plus DSQ,645000.0
3 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",0,0,BEAUTIFUL 3 BEDROOM HOUSE TO LET IN WESTLANDS,200000.0
4 Bed Villa with En Suite at Lone Tree,"Lone Tree, Rosslyn, Westlands",0,0,Bright & Charming 4-Bedroom Furnished Home with...,630000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Exquisite and Exclusive 4 Bedroom Family Home T...,650000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5bedroom Viila  to let in Lavington,330000.0
5 Bed Villa with En Suite in Loresho,"Loresho, Westlands",0,0,5bedroom modern villas to let in Loresho,580000.0
3 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,Lower kabete 3bedroom villa to let,620000.0
3 Bed Villa with En Suite in Runda,"Runda, Westlands",0,0,3 bedroom bungalow for rent in Runda,230000.0
5 Bed House with En Suite at Runda,"01, Runda, Westlands",0,0,Luxurious 4 Bedroom Townhouse All En Suite+Dsq...,230000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,A 4 bedroom cottage all ensuite to let in Runda...,350000.0
3 Bed House with En Suite in Karen,Karen,0,0,A 3 bedroom house plus Dsq to let in karen for...,400000.0
4 Bed Townhouse in Westlands Area,"Westlands Area, Westlands",0,0,Fully Furnished 4 Bedroom Town House to let – R...,210000.0
4 Bed House with En Suite in Loresho,"Loresho, Westlands",0,0,"Tranquil and Prestigious Loresho Estate, Beauti...",150000.0
5 Bed Townhouse with En Suite at Off James Gichuru,"77, Off James Gichuru, Lavington",0,0,5 bedroom townhouse for Rent  in Lavington,350000.0
4 Bed House with En Suite in Lavington,Lavington,0,0,Beautiful townhouse is located in a serene neig...,280000.0
5 Bed House with Garden in Kitisuru,"Kitisuru, Westlands",0,0,5-Bedroom House for Rent in Kitisuru,470000.0
5 Bed Villa with En Suite in Loresho,"Loresho, Westlands",0,0,"Luxurious 5 bedroom All ensuite plus Dsq , priv...",580000.0
5 Bed Villa with En Suite in Loresho,"Loresho, Westlands",0,0,Luxurious 5 & 6 Bedroom all ensuite with a priv...,580000.0
4 Bed Villa with En Suite in Kileleshwa,Kileleshwa,0,0,Kileleshwa 4 bedroom massionate plus DSQ to let...,160000.0
5 Bed Townhouse with En Suite at Chalbi Drive,"14, Chalbi Drive, Lavington",0,0,lovely townhouse is within a gated community wi...,250000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,"A spacious, unfurnished 5-bedroom house, all en...",330000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,Spectacular 4  Bedroom Townhouse For Rent in Ru...,350000.0
5 Bed House with En Suite at Mimosa Drive,"56, Mimosa Drive, Runda, Westlands",0,0,5 Bedroom House To Rent in Runda mimosa,350000.0
4 Bed Townhouse with En Suite at Chalbi Drive,"71, Chalbi Drive, Lavington",0,0,4 bedroom townhouse for rent in Lavington,310000.0
5 Bed House with En Suite at Chalbi Drive,"67, Chalbi Drive, Lavington",0,0,5 Bedroom Townhouse to Rent in Lavington This l...,300000.0
5 Bed House with En Suite at Thigiri Ridge,"12Q, Thigiri Ridge, Thigiri, Westlands",0,0,Thigiri lane 5 bedrooms,500000.0
5 Bed House with En Suite at Eliud Mathu,"71, Eliud Mathu, Runda, Westlands",0,0,Runda,580000.0
5 Bed Townhouse with En Suite at Spring Valley,"34, Spring Valley, Spring Valley, Westlands",0,0,Spring Valley 5 bedrooms,300000.0
4 Bed Townhouse with En Suite at James Gichuru,"51, James Gichuru, Lavington",0,0,4-bedroom townhouse nestled in the heart of Lav...,220000.0
4 Bed House with En Suite at Karen Plains,"Karen Plains, Karen",0,0,A 4 bedrooms house with 2 SQs in Karen for rent,420000.0
5 Bed Townhouse with En Suite at Off Lower Kabete Rd,"Off Lower Kabete Rd, Westlands Area, Westlands",0,0,A 5 bedrooms townhouse with an SQ for Rent,300000.0
3 Bed Villa with En Suite at Windsor Park Estate,"Windsor Park Estate, Windsor, Roysambu",0,0,Golf Course Living! 3-Bedroom Ensuite Home in W...,550000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,0,0,AN EXECUTIVE 4BEDROOM TOWN HOUSE FOR RENT IN KI...,270000.0
3 Bed House with Garden in Kilimani,Kilimani,0,0,"3-BEDROOM MAISONETTE TO LET IN KILIMANI, Kes 16...",160000.0
5 Bed House with En Suite in Loresho,"Loresho Nairobi, Loresho, Westlands",0,0,A 5bdrm family house to let in loresho.,600000.0
6 Bed Villa with En Suite at Off Loresho Ridge,"Off Loresho Ridge, Loresho, Westlands",0,0,Newly built 5 & 6 bedroom luxury houses( in a g...,650000.0
3 Bed House with Garden in Kiambu Road,Kiambu Road,0,0,3 bedroomed House in Kiambu road,140000.0
5 Bed Villa with En Suite in Dennis Pritt,Dennis Pritt,0,0,5 bedroom all ensuite Villa + a separate Dsq fo...,250000.0
8 Bed House with En Suite at Benin Drive,"1, Benin Drive, Runda, Westlands",0,0,Grand 8-Bedroom Furnished Mansion for Rent in R...,600000.0
5 Bed House with Staff Quarters at Mimosa,"1, Mimosa, Runda, Westlands",0,0,Stunning 5-Bedroom Mansion for Rent in Runda –...,350000.0
4 Bed House with En Suite at Peponi,"Peponi, Lower Kabete, Westlands",0,0,Luxury Living on Peponi Road – 4-Bedroom Ensuit...,550000.0
4 Bed House with En Suite at Thigiri,"Thigiri, Westlands",0,0,Serene 4-Bedroom Bungalow on 1 Acre – Peaceful...,520000.0
6 Bed House with En Suite in Nyari,"Nyari, Westlands",0,0,Ultra-Luxury 6-Bedroom Villa for Rent in Nyari...,1000000.0
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,For Sale & Rent: Ultra-Modern 5-Bedroom Villa i...,1000000.0
5 Bed House with En Suite at Runda Groove,"1, Runda Groove, Runda, Westlands",0,0,Runda Grove Luxury: 5-Bedroom Home on 1 Acre –...,500000.0
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,Luxurious 5-Bedroom Villa in Old Kitisuru’s Exc...,550000.0
5 Bed House with En Suite in Ridgeways,Ridgeways,0,0,Prestigious 5-Bedroom Villa on 2 Acres – Perfec...,500000.0
5 Bed House with En Suite at Stream Drive,"Stream Drive, Thome, Roysambu",0,0,Secure & Serene 5-Bedroom Mansion on ½ Acre – T...,250000.0
4 Bed Villa with En Suite at Runda Paradise,"1, Runda Paradise, Runda, Westlands",0,0,Stunning 4-Bedroom Villa with Garden & SQ – Pri...,400000.0
4 Bed Villa with En Suite at Fivestar,"1, Fivestar, Runda, Westlands",0,0,Modern 4-Bedroom Ensuite Villa for Sale/Rent in...,330000.0
5 Bed House with En Suite at Benin Drive,"Benin Drive, Runda, Westlands",0,0,Live in Luxury: 5-Bedroom Runda Mansion with Ba...,585000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Lavington's Sanctuary Residence,400000.0
4 Bed House with En Suite at Near Hardy,"Near Hardy, Karen",0,0,4 Bed House In Karen,200000.0
4 Bed Villa with En Suite at Bogani,"Bogani, Karen Hardy",0,0,Modern 4 Bedroom Villas In Karen To Let,400000.0
4 Bed Townhouse in Muthaiga,Muthaiga,0,0,4 bedroom townhouse all ensuite,250000.0
3 Bed Townhouse with En Suite at Lavington West Estate,"Lavington West Estate, Lavington",0,0,Specious 3 bedroom maisonnette plus dsq in a ga...,75000.0
5 Bed House with En Suite in Kyuna,"Kyuna, Westlands",0,0,AN EXECUTIVE BUNGALOW HOUSE FOR RENT IN KYUNA,850000.0
3 Bed Villa with En Suite in Riverside,"Riverside, Westlands",0,0,Elegant 3-Bedroom Villa All ensuite To Let – Ri...,300000.0
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,Stunning 4-Bedroom + DSQ Villa & Family/TV  To...,500000.0
4 Bed Villa with En Suite at Five Star Road,"Five Star Road, South C",0,0,4 bedroom plus sq maisonette for Rental in Sout...,100000.0
3 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,🌟 Nascent Properties Presents: Unparalleled Lu...,320000.0
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",0,0,Modern 4 Bedroom Plus DSQ Townhouse For Rent –...,270000.0
5 Bed Townhouse with En Suite at Near Safari Park,"Safari Park, Near Safari Park, Thika Road",0,0,Spacious 5-Bedroom Townhouse for Rent,200000.0
3 Bed House with En Suite in Karura,"Karura, Westlands",0,0,Furnished Futuristic 3br +Dsq houses To LET,322000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,Four bedroom townhouse,520000.0
1 Bed House with Garden in Nyari,"Nyari, Westlands",0,0,Elegant 1-Bedroom Fully Furnished Apartment for...,110000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Luxurious 4-Bedroom Fully Furnished House for R...,350000.0
1 Bed House with Garden in Runda,"Runda, Westlands",0,0,1 bedroom furnished Cottage  in Runda,120000.0
4 Bed House with Staff Quarters in Redhill,Redhill,0,0,4 BEDROOM  HOUSE TO LET IN REDHILL,150000.0
5 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 5bdrm family house to let in runda.,450000.0
4 Bed Villa with En Suite at Convent Drive,"Convent Drive, Lavington",0,0,4bedrooms Townhouse For Rent,330000.0
5 Bed Villa with En Suite at Kabarsian,"4, Kabarsian, Lavington",0,0,LAVINGTON townhouse for Rent,350000.0
3 Bed Townhouse with En Suite in Riverside,"Riverside, Westlands",0,0,3 Bedroom townhouse for rent in Riverside,300000.0
5 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",0,0,Prestigious new 5 bedroom villas plus family ro...,370000.0
4 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",0,0,Prestigious 4 bedrooms townhouse plus family rm...,330000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Expansive 4 Bedroom house all en-suite to let i...,450000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,Exquisite 4 Bedroom Townhouse + dsq for sale/Re...,280000.0
6 Bed House with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",0,0,Prestigious 6 bedrooms house plus dsq in the he...,500000.0
3 Bed Townhouse with En Suite at Tigoni Road,"Banana, Tigoni Road, Muchatha And Banana",0,0,3 bedroom Master ensuite in Banana,65000.0
3 Bed Townhouse with En Suite at Tigoni Road,"Banana, Tigoni Road, Muchatha, Muchatha And Banana",0,0,3 Bedroom for rent,60000.0
5 Bed House with En Suite at Glory Road,"99, Glory Road, Runda, Westlands",0,0,Glory Road 5 bedrooms ambassadorial,550000.0
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,4 Bedroom townhouse for rent in Kitisuru,516000.0
4 Bed House with En Suite in Lavington,Lavington,0,0,Lavington Stand Alone For Rent,350000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Five-Bedroom Townhouse for Rent in Lavington,400000.0
4 Bed House with En Suite in Nyari,"Nyari, Westlands",0,0,Elegant Four-Bedroom House for Rent in Nyari,400000.0
5 Bed House with En Suite in Karen,Karen,0,0,Newly Built 4 Bedroom + DSQ to let Karen,550000.0
4 Bed Townhouse with En Suite at Lavington Green,"Maziwa, Lavington Green, Lavington",0,0,Stunning secure 4 bedrooms townhouse plus dsq a...,250000.0
5 Bed Villa with En Suite at James Gichuru,"James Gichuru, Lavington",0,0,EXQUISITE 5-BEDROOM LUXURY TOWNHOUSE,400000.0
4 Bed House with En Suite in Lavington,Lavington,0,0,Luxurious 4 bedroom house to let in Lavington,250000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,Luxurious 4 bedroom Townhouse to let in kiambu...,180000.0
6 Bed House with En Suite in Loresho,"Loresho, Westlands",0,0,✨ BRAND NEW 6-BEDROOM LUXURY HOUSE TO LET IN L...,600000.0
4 Bed House with Staff Quarters in Runda,"Runda, Westlands",0,0,"4 BED HOUSE TO LET IN RUNDA AT KSHS.300,000 PER...",300000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,"5 BEDROOM HOUSE TO LET IN RUNDA AT KSHS.250,000...",250000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,AMBASSADORIAL HOUSE TO LET AT RUNDA AT USD 4500...,585000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,MODERN 4 BEDROOM HOUSE TO LET IN RUNDA AT KSHS....,450000.0
1 Bed House with En Suite in Muthaiga,Muthaiga,0,0,Lovely furnished 1 bedroom cottage in Muthaiga...,90300.0
4 Bed Townhouse with En Suite in Karen,Karen,0,0,4 Bedroom villa for rent in Karen,350000.0
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,Luxurious modern new 4 bedrooms Villa with a Ds...,330000.0
5 Bed Villa with En Suite at Kyuna,"Kyuna, Kitisuru, Westlands",0,0,Spacious 5-Bedroom Villa for Rent – Kyuna,500000.0
5 Bed House with En Suite in Gigiri,"Gigiri, Westlands",0,0,Spacious Five-Bedroom House for Rent in Gigiri,450000.0
5 Bed Villa at Old Muthaiga,"Old Muthaiga, Muthaiga",0,0,Charming 5-Bedroom House for Rent in Old Muthai...,640000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,A SUPERB AND LUXURIOUS FOUR BEDROOM MODERN VILL...,230000.0
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",0,0,A 4-bedroom unfurnished townhouse is available...,270000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,0,0,A Charming 4 Bedroom Townhouse To Let in Laving...,300000.0
5 Bed Villa with En Suite at Runda,"Runda, Westlands",0,0,5 bedroom all ensuite plus dsq to let in Runda...,580500.0
4 Bed House with Swimming Pool in Kiambu Road,Kiambu Road,0,0,4 bedroomed Town House in Kiambu road,270000.0
4 Bed Townhouse with En Suite at Kamhomes Villas,"66, Kamhomes Villas, Lavington",0,0,4-bedroom townhouse nestled in the heart of Lav...,300000.0
3 Bed House with Backup Generator in Kiambu Road,Kiambu Road,0,0,3 bedroomed House in Kiambu road,275000.0
5 Bed Villa with En Suite at Off Kitisuru Rd,"Off Kitisuru Rd, Kitisuru, Westlands",0,0,Beautiful 5 bedroom house for rent in old Kitis...,550000.0
5 Bed House with En Suite at Safari Park Avenue Road,"Thome 5, Safari Park Avenue Road, Thome, Roysambu",0,0,"5 bedrooms mansion with 2 bedroom Sq,",180000.0
5 Bed Townhouse with Garden in Lavington,Lavington,0,0,NEWLY BUILT 5 BEDROOM TOWNHOUSE WITH GARDEN IN...,350000.0
4 Bed Townhouse with En Suite at Karen,Karen,0,0,4 bedroom plus DSQ,300000.0
2 Bed House with En Suite at Runda,"Runda, Westlands",0,0,FULLY FURNISHED 2 BEDRROOM COTTAGE WITH DSQ IN...,240000.0
5 Bed House with En Suite at Loresho,"Loresho, Westlands",0,0,NEWLY BUILT 5 AND 6 BEDROOM VILLAS FOR RENT,650000.0
5 Bed Villa with En Suite at Miotoni,"Miotoni, Karen",0,0,UNFURNISHED LUXURY 5 BEDROOM VILLA FOR RENT,650000.0
5 Bed House with Staff Quarters in Thigiri,"Thigiri, Westlands",0,0,5 bedrooms Bangalore house for rent in thigiri...,520000.0
4 Bed Townhouse with En Suite at Moyne Drive,"Moyne Drive, Mkomani, Nyali",0,0,Sparkling 4 bedroom mansion to let nyali,250000.0
5 Bed House with Garden in Loresho,"Loresho, Westlands",0,0,Newly Built 5-Bedroom Rental In Loresho/Kibagar...,581625.0
4 Bed Townhouse with En Suite at Westlands,"Westlands, Westlands Area",0,0,A 4 bedrooms townhouse with an SQ for Rent,250000.0
4 Bed House with En Suite at Off Muthangari Road,"Off Muthangari Road, Lavington",0,0,A 4 bedrooms house with an SQ for Rent,250000.0
4 Bed Villa with En Suite in Tigoni,"Tigoni, Limuru",0,0,Stunning 4 Bedroom All Ensuite Villa + DSQ for...,180000.0
4 Bed Villa with Staff Quarters in Muthaiga,Muthaiga,0,0,Old Muthaiga 4 bedrooms 3 ensuite stand alone v...,650000.0
4 Bed House with En Suite at Pepo Lane,"Pepo Lane, Karen",0,0,A spacious 4 bedroomed furnished home to let in...,350000.0
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,Luxury 4-Bedroom Villa for Rent in Kitsuru,520000.0
3 Bed Townhouse with En Suite at Ridgeways Road,"Ridgeways, Ridgeways Road",0,0,3 bedroom fully furnished newly built,260000.0
4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",0,0,Luxury 4 Bedroom Home for Rent in Rosslyn,775000.0
4 Bed Townhouse with En Suite at Westlands,"Westlands, Kitisuru, Westlands",0,0,4 BEDROOMS PLUS DSQ VILLA TO LET  IN WESTLANDS...,250000.0
5 Bed Villa with En Suite at Westlands,"Westlands, Kitisuru, Westlands",0,0,5 BEDROOM PLUS DSQ VILLA TO LET  IN WESTLANDS K...,300000.0
4 Bed Villa with En Suite at Tatu City,"Tatu City, Tatu City, Ruiru",0,0,Rustic Italian Charm in Ruiru: Spacious 4 Bedro...,120000.0
5 Bed House with En Suite at Benin Drive,"Benin Drive, Runda, Westlands",0,0,Stunning 5-bedroom ambassadorial house to let i...,841239.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,Stunning 4-bedroom villa on Kiambu Road,388264.0
6 Bed House with En Suite at Loresho Ridge,"Loresho Ridge, Loresho, Westlands",0,0,Beautiful 6 bedroom house for let Loresho Ridge,500000.0
4 Bed House with Staff Quarters in Karen,Karen,0,0,Magnificent 4 bedroom rustic house plus a 2 bed...,450000.0
5 Bed Townhouse with Swimming Pool at Easy Access To Lower Kabete And Westlands ...,"Easy Access To Lower Kabete And Westlands Link Road, Spring Valley, Westlands",0,0,Newly built 5 bedrooms townhouse for rent,640000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 bedrooms house for rent in runda,588000.0
4 Bed Villa with En Suite at Two Rivers,"Two Rivers, Gigiri, Westlands",0,0,ALL ENSUITE 4 BEDROOM DUPLEXES FOR RENT,350000.0
4 Bed House with En Suite in Thika Road,Thika Road,0,0,Exquisite 4 bedroom townhouse available to Let...,120000.0
5 Bed Villa with En Suite at Tate Close,"51, Tate Close, Kitisuru, Westlands",0,0,Tate Close kitisuru 5 bedrooms for rent,550000.0
5 Bed Townhouse with En Suite at Kitisuru Road,"33, Kitisuru Road, Kitisuru, Westlands",0,0,Kitisuru,550000.0
5 Bed House with En Suite at Kitisuru Road,"032, Kitisuru Road, Kitisuru, Westlands",0,0,Kitisuru,550000.0
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,Luxurious  5 Bedroom villa with Dsq for rent,750000.0
4 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",0,0,Luxurious 4 Bedroom all en-suite plus Dsq,300000.0
4 Bed House with En Suite in Karen,Karen,0,0,A SUPER FOUR BEDROOM MANSION IN A COURT IN KARE...,420000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,AN AMAZING NEWLY BUILT VILLA IN A GATED COMMUNI...,325000.0
6 Bed House with En Suite at Muthaiga Road,"55, Muthaiga Road, Muthaiga",0,0,Muthaiga 6 bedrooms house with a 2 bedrooms gue...,650000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Brand New 5 Bedroom Townhouse for Rent in Lavin...,400000.0
4 Bed House with Swimming Pool in Muthaiga,"Old Muthaiga Nairobi, Muthaiga",0,0,A 4bdrm ambassadorial house to let in muthaiga.,4000.0
5 Bed House with Staff Quarters in Karen,Karen,0,0,5 bedroom house available to let In Karen,300000.0
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,0,0,5 bedroom townhouse with dsq to let in Kilimani,300000.0
5 Bed Villa with En Suite in Kileleshwa,Kileleshwa,0,0,5 bedrooms with dog to let kileleshwa,250000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 bedroom to let Lavington,250000.0
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,Elegant 4-Bedroom + DSQ Townhouse for Rent – Ki...,300000.0
5 Bed House with En Suite in Kiambu Town,Kiambu Town,0,0,Exquisite 5 bedroom golf estate house to rent i...,180000.0
5 Bed Townhouse with En Suite at Tate Close,"Tate Close, Kitisuru, Westlands",0,0,5 Bedroom in a gated community,550000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Stunning Contemporary 5-Bedroom House for Rent...,450000.0
